canonical_image_id,split,selected_source,source_path,sha256,dhash,annotation_count,provenance,automatic_corrections
41538e48f52c0a7d126e,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-01-15 (1)_jpeg.rf.gJXHC6H8p9mwwHek4i8g.jpeg,41538e48f52c0a7d126e1c9423e625b1e6d1e2c90d89d5c911ef612936381db2,5f8e4cb9b8bc06c2,56,manual_original,
4762141635d7aa03268c,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-02-55 PM_jpeg.rf.XsGZJN9BTPdAAeo2uLdw.jpeg,4762141635d7aa03268c82acb4d83b3487da7f8f924287117be8d33bfa40a050,fd73796d373efcb0,4,manual_original,
44aa15217c629921ce5f,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-03-16 PM (2)_jpeg.rf.dQiR4eUlJUF9esyu0vyY.jpeg,44aa15217c629921ce5fc20b34c98a118498557b7e12079e37b510dc3b3f235e,f3daccc495111111,19,manual_original,
d328c4489632a61b2071,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Video 2026-07-03 at 12_02_29 PM_mp4-0001_jpg.rf.tC0UJEvNmBuazE0kWwiu.jpg,d328c4489632a61b2071150dcf5beee34d87192589e88d3b98b3932930225070,f6d66e72f2e2cbb3,120,manual_original,
e145a7c762d70711c7be,train,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Video 2026-07-03 at 12_04_04 PM_mp4-0002_jpg.rf.WksZoRcjnlafdYqHDXur.jpg,e145a7c762d70711c7beb1192e381379cc5cf36ef663ad961fd6813593b955b1,0360e37207030031,1,manual_original,
2bd09fc07625afe38c25,valid,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\valid\images\WhatsApp Image 2026-07-03 at 11-56-54_jpeg.rf.HlukUC8zNO5CytsDNk3Z.jpeg,2bd09fc07625afe38c25ab44e529ed148328c001ffa2a57703e46123f6be0541,cb8b2a2a29291536,100,manual_original,clipped_manual_export_geometry
461de1ec4a17c9a3f453,valid,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\valid\images\WhatsApp Image 2026-07-03 at 11-56-55_jpeg.rf.Lkxx5do53XcQPcgOt5HL.jpeg,461de1ec4a17c9a3f45353f7340caed0ef4129c057d4b3e9234f4d0206b6c8c8,033f525256911911,120,manual_original,clipped_manual_export_geometry
14dbc45a33c3a27279e0,valid,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\valid\images\WhatsApp Image 2026-07-03 at 11-57-00_jpeg.rf.TsO1xnKK6NDMi9oTOQ7g.jpeg,14dbc45a33c3a27279e063b833326ebff3203ccd8b085769888d147b03f6d951,94d494949496b616,79,manual_original,
26edca8a75a9d380e018,valid,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\valid\images\WhatsApp Image 2026-07-03 at 11-58-08 (2)_jpeg.rf.TrlfMmSZj1W7GLgyxw5y.jpeg,26edca8a75a9d380e018712054d1853b4843fc8f8ddef946b282469e52487e93,3860607c5c581803,70,manual_original,
ccf833d6419f0aed1a4d,valid,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\valid\images\WhatsApp Image 2026-07-03 at 12-00-43_jpeg.rf.TQGT8UVNCTajErLBPZlQ.jpeg,ccf833d6419f0aed1a4d91478e4add8044602cb95a8b5a13983e5a1d080021d5,1d19171f1707c7a7,0,manual_original,
e0f00e2e506f411a0b91,valid,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\valid\images\WhatsApp Video 2026-07-03 at 12_02_29_mp4-0000_jpg.rf.K2UzQcxqrpzih3hmBce5.jpg,e0f00e2e506f411a0b91b4bfb0f0a1f8e15788f83f0680ef36d0a2bc06a5f0b0,daeb6e72f3e3cb91,131,manual_original,
4cd1abed9a60a4c45bac,valid,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\valid\images\WhatsApp Video 2026-07-03 at 12_04_04 PM_mp4-0001_jpg.rf.2DbeNpo4AIBk1k3uH9vc.jpg,4cd1abed9a60a4c45bac200b1dabc123899b856456b78237b103ecad02836e1f,0161631382293018,1,manual_original,
a1843591fc331694b11f,test,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\test\images\WhatsApp Image 2026-07-03 at 11-57-20_jpeg.rf.V4VIRRWhPu2ynxwvr2rF.jpeg,a1843591fc331694b11f7b2f2a81d4705839bb08d27bb589fb82cac81c01fa57,1303012001300c87,11,manual_original,
78cc2f94596b1e76295e,test,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\test\images\WhatsApp Image 2026-07-03 at 11-57-31_jpeg.rf.TvlOHECmSwAI7srFlaQa.jpeg,78cc2f94596b1e76295e051d62d1c5b3d02f2f8c27913c654372483192c82958,1613272333333337,4,manual_original,
3eef594bf505b0f40ab1,test,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\test\images\WhatsApp Image 2026-07-03 at 11-58-00 (2)_jpeg.rf.UXbrvcXgrLv3gShQgLpj.jpeg,3eef594bf505b0f40ab1fb9c015a5c45df8ab20912f4d37457633c7c02a2f645,4f4f3b3b3b3fd3f6,28,manual_original,
bb2b695f926199caecaa,test,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\test\images\WhatsApp Image 2026-07-03 at 11-58-39_jpeg.rf.VtJwc4mxtGR0Mx4UvxEm.jpeg,bb2b695f926199caecaa67e3ca7ba6fabc0073237c14f1dd21c3a1dd24ca3604,4c4c6c4c6c6c110d,19,manual_original,
43409f4aee1d3653f129,test,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\test\images\WhatsApp Image 2026-07-03 at 11-58-59 (1)_jpeg.rf.UyhfeGOwGxqgk4mb9PRK.jpeg,43409f4aee1d3653f12960fd6b85f93bf6b06a3a10100760194cf9a45949defc,0001010101051131,120,manual_original,
2b588d2747ad49e43c76,test,local,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\test\images\WhatsApp Image 2026-07-03 at 12-00-52_jpeg.rf.VgqHMF6ILmU0Im12JpDx.jpeg,2b588d2747ad49e43c760931e49a9449eceba32bafac3938ce96b4d5a91a2ab8,d81f97d6364e4e9e,16,manual_original,
d2bd506506e93f9be28e,train,cloud,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-58-24-AM_jpeg.rf.e1b1ba31d5399bdbcd26bcb062e44cf9.jpg,d2bd506506e93f9be28ea5da1db782cdf37c145e8795484e29d4178705eb0a7c,8f83020002002030,0,roboflow_auto,
3eb351160e913c9a5aab,train,cloud,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-58-59-AM-1-_jpeg.rf.12cfe94b5e077540a13ff4ef2b6b3695.jpg,3eb351160e913c9a5aabd1c590c0e4dd4ffd4dad8ce3bc8ca45297c8a1357d76,713101cdd1a30fad,0,roboflow_auto,
c5daf74b8fbfc8789dc6,train,cloud,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-58-59-AM_jpeg.rf.bc78b0f13cd9642423acf1380407f31c.jpg,c5daf74b8fbfc8789dc677312040861be0d396cc2b5695989ddf65ff9291621a,f13101cdd1a38fad,0,roboflow_auto,
a3d560ec5fa32afe89ac,train,cloud,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-59-00-AM-2-_jpeg.rf.8faa5a7e964200a1a0201b7a5ffd0182.jpg,a3d560ec5fa32afe89ac536e2d24a65e8772ff3f58f155d2e9a094e5e25ba212,4707c6d6be3e5eef,3,roboflow_auto,
e0dc76ed696457a17808,train,cloud,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-59-00-AM_jpeg.rf.6e8971eb11a534478fbecc255b9469b2.jpg,e0dc76ed696457a17808f5ff847e257bb559d42555f6bf750a3f12bfbaf6fd3d,d0214fdda30f8c8c,0,roboflow_auto,
