canonical_path,sha256,duplicate_source_paths,scene_id,view,physical_stack_ids,tray_counts_gt,annotation_status,split
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.02 (1).jpeg,47094c905ac02f9a8f143f0ea63bde38f81acce267949dfd70a715620e783a54,WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.09.jpeg|egg pic data/WhatsApp Image 2026-07-03 at 11.57.02 AM (1).jpeg|egg pic data/WhatsApp Image 2026-07-03 at 11.58.09 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.02.jpeg,a967185b72a76fe4f4edbb338fe7455117aa84d1af5fc9bfa387028958476201,WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.12.jpeg|egg pic data/WhatsApp Image 2026-07-03 at 11.57.02 AM.jpeg|egg pic data/WhatsApp Image 2026-07-03 at 11.58.12 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.04 (1).jpeg,ac7168ab2a1c8a9fc224659b8c9755a0e3bc826c00d284b22cee62e6948fc09b,WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.10.jpeg|egg pic data/WhatsApp Image 2026-07-03 at 11.57.04 AM (1).jpeg|egg pic data/WhatsApp Image 2026-07-03 at 11.58.10 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.04.jpeg,2baf200174a1b1aee3ba3248fca5764e10d23cee0107efa4f4bdcdb7825a22ec,WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.09 (1).jpeg|egg pic data/WhatsApp Image 2026-07-03 at 11.57.04 AM.jpeg|egg pic data/WhatsApp Image 2026-07-03 at 11.58.09 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.05.jpeg,7321fbf57a2a59fbe92f23fe897888110724355c203236897a22a490395d9571,WhatsApp Unknown 2026-07-03 at 12.08.40/WhatsApp Image 2026-07-03 at 11.58.10 (1).jpeg|egg pic data/WhatsApp Image 2026-07-03 at 11.57.05 AM.jpeg|egg pic data/WhatsApp Image 2026-07-03 at 11.58.10 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.07.jpeg,3dc6c581ce6c0559789a5117232c4c873c3b0526b6a237eee0c830876d635cfa,egg pic data/WhatsApp Image 2026-07-03 at 11.57.07 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.09 (1).jpeg,8cf21842b7f726424ebf35580487766b800b9fd914cf80bb5d6bbb1b55b463b2,egg pic data/WhatsApp Image 2026-07-03 at 11.57.09 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.09.jpeg,ed0d24340fea7e29fba5aa1571db50be62e07df31411b690790e43e912c25cbd,egg pic data/WhatsApp Image 2026-07-03 at 11.57.09 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.10 (1).jpeg,c38d3d64532861fe488cf2b4e8a5998f4eecbe4bf4a856ebeae0e0869a5aec24,egg pic data/WhatsApp Image 2026-07-03 at 11.57.10 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.10.jpeg,5fcf798347401b5f7d9a1a68979a8979c35f04f0b29c4a1759d65bc92e76b748,egg pic data/WhatsApp Image 2026-07-03 at 11.57.10 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.15.jpeg,f569a310a54a2c809c2ccac3c3b4a34849daea13ae538af26cefc094dd3d1cb8,egg pic data/WhatsApp Image 2026-07-03 at 11.57.15 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.16 (1).jpeg,9b302f7044dbaf19b8d5bf9d704011d8193ae977fdffa2b40c756630e58dde6f,egg pic data/WhatsApp Image 2026-07-03 at 11.57.16 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.16.jpeg,f2d1c674f52306c0318ab5057885503ff61db06116c1826ca3a460201da02a4b,egg pic data/WhatsApp Image 2026-07-03 at 11.57.16 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.17 (1).jpeg,afad1457f95a6c0229ff338755f5976f7409fffd9dc1ea358cf23351b22848ae,egg pic data/WhatsApp Image 2026-07-03 at 11.57.17 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.17 (2).jpeg,fb5bd22bfe8d1b3da1714ad9f1ef9f90330d562d6bd499bb6005446886506e66,egg pic data/WhatsApp Image 2026-07-03 at 11.57.17 AM (2).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.17.jpeg,9aa85d992c70e74dc8c90ab1c40854b5b7086e6b2a859632700b98eedaadd4ad,egg pic data/WhatsApp Image 2026-07-03 at 11.57.17 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.18 (1).jpeg,b7c244ddfb384f38447ef5ed7b3b6f21edc00299523061090a1de72ae215d9d8,egg pic data/WhatsApp Image 2026-07-03 at 11.57.18 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.18 (2).jpeg,bd2ba34e77d6cda94ed982d678590d9a5a0bde5a9b684dbaec0591ffa6ca0970,egg pic data/WhatsApp Image 2026-07-03 at 11.57.18 AM (2).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.18.jpeg,19a80c859f22731ea2c0903dfa67b7868b107bd251fb01d95666e9594832f333,egg pic data/WhatsApp Image 2026-07-03 at 11.57.18 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.19 (1).jpeg,81ac73682b86c8f9caa46f6307c4aa36b33b485146e5b01c58e26afb7f135cd0,egg pic data/WhatsApp Image 2026-07-03 at 11.57.19 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.19.jpeg,18b1cbf3c2208ade5859abc8684dd72e6b0b2fec4313c3d9f36b80413193877f,egg pic data/WhatsApp Image 2026-07-03 at 11.57.19 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.20 (1).jpeg,bf7d3aa689630a67069e25cc8f271d503390ecbb7fc71893d4869b059c8d4538,egg pic data/WhatsApp Image 2026-07-03 at 11.57.20 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.20 (2).jpeg,c0787e5dfab960ca142539c052860a0f8b8e8814b6eb95cc9b6daa03f2c1e1c8,egg pic data/WhatsApp Image 2026-07-03 at 11.57.20 AM (2).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.20.jpeg,a1843591fc331694b11f7b2f2a81d4705839bb08d27bb589fb82cac81c01fa57,egg pic data/WhatsApp Image 2026-07-03 at 11.57.20 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.21.jpeg,a63e3532c9850d20b4c2b18b3ed3404ff55f83536cfa99175c688f136999497c,egg pic data/WhatsApp Image 2026-07-03 at 11.57.21 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.22.jpeg,9013d731f883691181d5df98ae33f9a6620e11c96f23fba13994379308512e9f,egg pic data/WhatsApp Image 2026-07-03 at 11.57.22 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.23 (1).jpeg,8fef545c4310734d2ad92cd8b32013b599909fa99a64e5d827502d6798ae8e4a,egg pic data/WhatsApp Image 2026-07-03 at 11.57.23 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.23.jpeg,590d04ebc340cf3b9cb4e614a9317c37ff8ad0e224f6da71ee86b8dcad644575,egg pic data/WhatsApp Image 2026-07-03 at 11.57.23 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.24.jpeg,acd414b890f6477bce50f5d0bf01c1254f6a26f73c454909d19ebbc54ee88504,egg pic data/WhatsApp Image 2026-07-03 at 11.57.24 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.25.jpeg,1bc3d3158b4aef2b3dd36417709a1cb825f7089e231c1c63b83112970a30a0c2,egg pic data/WhatsApp Image 2026-07-03 at 11.57.25 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.26 (1).jpeg,4983b4fb0dedac2bfc214836c98d909758d5d3c026d617cb8c8eb631a2e095d6,egg pic data/WhatsApp Image 2026-07-03 at 11.57.26 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.26.jpeg,659781ccbc01a52b730241e499792685bbba25645f3539de7205a0624e1b18aa,egg pic data/WhatsApp Image 2026-07-03 at 11.57.26 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.28 (1).jpeg,91faf9ffb18cc8964721a85754ac8b810104ed72ff9f8cbe203ab51b034595db,egg pic data/WhatsApp Image 2026-07-03 at 11.57.28 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.28 (2).jpeg,dae97eb5ef4b3cb84c15914a8563115aeb3a69c14bcd15aaa875bc290d5d6ffb,egg pic data/WhatsApp Image 2026-07-03 at 11.57.28 AM (2).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.28.jpeg,1b9d5bee9e2770accd59e3d2001e51582e966a0546973ee1bc7b00b4b22075e8,egg pic data/WhatsApp Image 2026-07-03 at 11.57.28 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.30 (1).jpeg,fd24cbeb3d9dfd8a3882581cfc4c2da88e2fcffa960eba2efeca783f00b79c9f,egg pic data/WhatsApp Image 2026-07-03 at 11.57.30 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.30.jpeg,66791c6e0e521ebb16527dd3d35e1d71a4cb8ed677d6b21b8c9da8fbf63efa70,egg pic data/WhatsApp Image 2026-07-03 at 11.57.30 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.31.jpeg,78cc2f94596b1e76295e051d62d1c5b3d02f2f8c27913c654372483192c82958,egg pic data/WhatsApp Image 2026-07-03 at 11.57.31 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.32 (1).jpeg,3569ca230ac9808eaf774e3e0a94c5069f1bae8abf4fbc243be1ca2b5fdd6a4e,egg pic data/WhatsApp Image 2026-07-03 at 11.57.32 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.32.jpeg,09e8555bb6eaa8cdcf9bdb3a693655fdfd14656005f3d74ef76746f773d37cac,egg pic data/WhatsApp Image 2026-07-03 at 11.57.32 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.34.jpeg,643d98100db699cf7b5d533d280aa97334a7ba419f29889d7364b132b4242875,egg pic data/WhatsApp Image 2026-07-03 at 11.57.34 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.35 (1).jpeg,49a1285620d4d7e3f93a46329cbf1e946cbf34e810e78e0076aff7c95cc0e522,egg pic data/WhatsApp Image 2026-07-03 at 11.57.35 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.35.jpeg,8b866324b4890646cd22ad88101f47cc5ed56058b577c0ffac02eec6e037a904,egg pic data/WhatsApp Image 2026-07-03 at 11.57.35 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.36.jpeg,f3282956d968400ce804c2dbc79b0faf309a49f139b6303b4bff7b5767fc88a6,egg pic data/WhatsApp Image 2026-07-03 at 11.57.36 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.37 (1).jpeg,ff170883a4fea75fcb65f35b0559ebe923d8a326728d8bd6cf3582c74d48364f,egg pic data/WhatsApp Image 2026-07-03 at 11.57.37 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.37.jpeg,a0eaf3b3a056decfaca14aab10871e7487ea61545f6c73f66cea4036a69f25c2,egg pic data/WhatsApp Image 2026-07-03 at 11.57.37 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.38.jpeg,ebad10b14d6ec2c6b534aecbe65dea3d9bd598bcd9845da6efd831b8ca334bfd,egg pic data/WhatsApp Image 2026-07-03 at 11.57.38 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.39.jpeg,289ee19cd9bdc38b068d072cb14d6d22c5d865c32ebc223dc19bebc210e9eee7,egg pic data/WhatsApp Image 2026-07-03 at 11.57.39 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.40 (1).jpeg,2fc84472eedcd5606eb6c771bad3525e35403853ccbab4928126967f2257dfd9,egg pic data/WhatsApp Image 2026-07-03 at 11.57.40 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.40.jpeg,3ce257f6a472522203b5d7b6cfb224ed7e943e2630d7faeb4bb01735893bb278,egg pic data/WhatsApp Image 2026-07-03 at 11.57.40 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.41 (1).jpeg,3d1b17fec0e135d3a3ff47d8090cd1b77bf8b527d5cfa4954e4e7b63e389b95c,egg pic data/WhatsApp Image 2026-07-03 at 11.57.41 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.41.jpeg,d6d9170a56be1de6082a8c4d5cb1255a8074e0b4a9764d20b5961f7cb9989d14,egg pic data/WhatsApp Image 2026-07-03 at 11.57.41 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.43 (1).jpeg,ba00c5508b9b05251661049479988de607aca16f97adb311649b56f3a24daace,egg pic data/WhatsApp Image 2026-07-03 at 11.57.43 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.43.jpeg,44750c27919492f761b995eddf19c3664f707e274d3cd11a7edd1e317db25614,egg pic data/WhatsApp Image 2026-07-03 at 11.57.43 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.45 (1).jpeg,66248568c8810c7503e42a2b6a7e6ee7f7df527f275db763ada51c2520742004,egg pic data/WhatsApp Image 2026-07-03 at 11.57.45 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.45.jpeg,ad49a80370767f51a38bf570c4821c59adaa18c5572d70082712864aac1748fd,egg pic data/WhatsApp Image 2026-07-03 at 11.57.45 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.46.jpeg,184b8cb03bfe570e81385a15d6bf3f5a007dffd1ab2b52a729a6089c181f0bfe,egg pic data/WhatsApp Image 2026-07-03 at 11.57.46 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.47 (1).jpeg,883f7f4e977674b5b50a62c2de0f191e4242a3438e1d8e4a82f6ef684670dd2a,egg pic data/WhatsApp Image 2026-07-03 at 11.57.47 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.47.jpeg,21fab614bf7ec2361ba2a86d860558c49382e3e2f35973082bff7b07fc890825,egg pic data/WhatsApp Image 2026-07-03 at 11.57.47 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.48.jpeg,6276d83d1cc3637aacb1790ce71384a0d61c7f9f61b9d4ec8a8cc0c72a4f2957,egg pic data/WhatsApp Image 2026-07-03 at 11.57.48 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.49 (1).jpeg,864c726370166526d1fafbecd0b0105e913b13120d6153631dfbb89f89afc555,egg pic data/WhatsApp Image 2026-07-03 at 11.57.49 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.49.jpeg,9309ab845fa53d05c79d9b137bfaba15918e4e96cc8e3d4d5f9c43d057bfa392,egg pic data/WhatsApp Image 2026-07-03 at 11.57.49 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.50.jpeg,1ee2485148239d37ef1593a3c1d20770a49960e2088413670f89046ab45a8c7e,egg pic data/WhatsApp Image 2026-07-03 at 11.57.50 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.51.jpeg,74f6ea822fd3576185b9c03ac8fb71052e1d2362aceae2ca7d005462999df6a6,egg pic data/WhatsApp Image 2026-07-03 at 11.57.51 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.52 (1).jpeg,41a1e5bfcf14ef8ed43e48f1bd4f70fe74d1ec81c877cfd306cb27d62891977b,egg pic data/WhatsApp Image 2026-07-03 at 11.57.52 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.52.jpeg,4d6a61d9803eff084d8d26dbc214a295354f969973d9263bfab132c3019d9f2c,egg pic data/WhatsApp Image 2026-07-03 at 11.57.52 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.53.jpeg,e1eb6a7a7474bd38fcfd1705e5d4ca0c4805ab0f52a63720beab54790dc94be3,egg pic data/WhatsApp Image 2026-07-03 at 11.57.53 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.54 (1).jpeg,dee13c08225cdc3360afd8e9e512058a11029be5b631d983c1768e9708e4c4cf,egg pic data/WhatsApp Image 2026-07-03 at 11.57.54 AM (1).jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.54.jpeg,2c79c778e8d167aea1ecfc0ee1a74cdc227e0ef6635e7bbc13bcbe2105e0f7f0,egg pic data/WhatsApp Image 2026-07-03 at 11.57.54 AM.jpeg,,,,,needs_stack_face_polygons,
WhatsApp Unknown 2026-07-03 at 12.08.24/WhatsApp Image 2026-07-03 at 11.57.55.jpeg,72bdad0cde71f66ba96c5616980ae580a72106455c4512041740d57a1274722a,egg pic data/WhatsApp Image 2026-07-03 at 11.57.55 AM.jpeg,,,,,needs_stack_face_polygons,
