priority,split,v2_path,image,label,annotations,max_box_area,max_box_width,max_box_height,review_reason,review_status,review_note
0,train,train/images/8910b133e62daef79399_jpg.rf.c0425df4d76cef264d012c9524c7cac0.jpg,work/v2-frozen-export-20260902/train/images/8910b133e62daef79399_jpg.rf.c0425df4d76cef264d012c9524c7cac0.jpg,work/v2-frozen-export-20260902/train/labels/8910b133e62daef79399_jpg.rf.c0425df4d76cef264d012c9524c7cac0.txt,20,0.925115,0.998437,0.926562,large_box_area|stack_scale_box,needs_manual_relabel,"wrong_or_mixed_annotation_unit, false/background box, or severe missing/duplicate coverage visible in review sheet"
0,train,train/images/471c41d2a954b267a9bf_jpg.rf.4be97945cdcdb9dca1e32b5f33d47353.jpg,work/v2-frozen-export-20260902/train/images/471c41d2a954b267a9bf_jpg.rf.4be97945cdcdb9dca1e32b5f33d47353.jpg,work/v2-frozen-export-20260902/train/labels/471c41d2a954b267a9bf_jpg.rf.4be97945cdcdb9dca1e32b5f33d47353.txt,43,0.426680,0.934375,0.517188,large_box_area|stack_scale_box,needs_manual_relabel,"wrong_or_mixed_annotation_unit, false/background box, or severe missing/duplicate coverage visible in review sheet"
0,test,test/images/WhatsApp-Image-2026-07-03-at-11-57-43-AM-1-_jpeg.rf.d840b7abac2e92acfb799fc58c88830d.jpg,work/v2-frozen-export-20260902/test/images/WhatsApp-Image-2026-07-03-at-11-57-43-AM-1-_jpeg.rf.d840b7abac2e92acfb799fc58c88830d.jpg,work/v2-frozen-export-20260902/test/labels/WhatsApp-Image-2026-07-03-at-11-57-43-AM-1-_jpeg.rf.d840b7abac2e92acfb799fc58c88830d.txt,121,0.261808,0.968750,0.593333,large_box_area|stack_scale_box,needs_manual_relabel,"wrong_or_mixed_annotation_unit, false/background box, or severe missing/duplicate coverage visible in review sheet"
1,test,test/images/927321c29a7dd6148734_jpg.rf.4e697ff61e22a4f06fbc2fa2d70fa81c.jpg,work/v2-frozen-export-20260902/test/images/927321c29a7dd6148734_jpg.rf.4e697ff61e22a4f06fbc2fa2d70fa81c.jpg,work/v2-frozen-export-20260902/test/labels/927321c29a7dd6148734_jpg.rf.4e697ff61e22a4f06fbc2fa2d70fa81c.txt,1,0.005720,0.110937,0.051562,low_annotation_count,needs_manual_relabel,"wrong_or_mixed_annotation_unit, false/background box, or severe missing/duplicate coverage visible in review sheet"
1,train,train/images/71135eb061c4bb2834b5_jpg.rf.b42d50b809427781e11aabcafe881960.jpg,work/v2-frozen-export-20260902/train/images/71135eb061c4bb2834b5_jpg.rf.b42d50b809427781e11aabcafe881960.jpg,work/v2-frozen-export-20260902/train/labels/71135eb061c4bb2834b5_jpg.rf.b42d50b809427781e11aabcafe881960.txt,1,0.144753,0.329688,0.439063,low_annotation_count|large_box_area,needs_manual_relabel,"wrong_or_mixed_annotation_unit, false/background box, or severe missing/duplicate coverage visible in review sheet"
1,train,train/images/WhatsApp-Image-2026-07-03-at-11-57-58-AM_jpeg.rf.07aaf3798d3bb4597b97738790709627.jpg,work/v2-frozen-export-20260902/train/images/WhatsApp-Image-2026-07-03-at-11-57-58-AM_jpeg.rf.07aaf3798d3bb4597b97738790709627.jpg,work/v2-frozen-export-20260902/train/labels/WhatsApp-Image-2026-07-03-at-11-57-58-AM_jpeg.rf.07aaf3798d3bb4597b97738790709627.txt,1,0.132276,0.454167,0.291250,low_annotation_count|large_box_area,overview_policy_consistent,overview policy check passed; retain for full-resolution correction QA
1,train,train/images/WhatsApp-Image-2026-07-03-at-12-01-08-PM_jpeg.rf.39971e317dc3c69c798c9bee5b68e5b1.jpg,work/v2-frozen-export-20260902/train/images/WhatsApp-Image-2026-07-03-at-12-01-08-PM_jpeg.rf.39971e317dc3c69c798c9bee5b68e5b1.jpg,work/v2-frozen-export-20260902/train/labels/WhatsApp-Image-2026-07-03-at-12-01-08-PM_jpeg.rf.39971e317dc3c69c798c9bee5b68e5b1.txt,1,0.230027,0.585156,0.393103,low_annotation_count|large_box_area,overview_policy_consistent,overview policy check passed; retain for full-resolution correction QA
1,valid,valid/images/WhatsApp-Image-2026-07-03-at-12-01-08-PM-1-_jpeg.rf.44c7a05a146cbcbbc3afeb1328c36cb4.jpg,work/v2-frozen-export-20260902/valid/images/WhatsApp-Image-2026-07-03-at-12-01-08-PM-1-_jpeg.rf.44c7a05a146cbcbbc3afeb1328c36cb4.jpg,work/v2-frozen-export-20260902/valid/labels/WhatsApp-Image-2026-07-03-at-12-01-08-PM-1-_jpeg.rf.44c7a05a146cbcbbc3afeb1328c36cb4.txt,1,0.153710,0.489844,0.313793,low_annotation_count|large_box_area,overview_policy_consistent,overview policy check passed; retain for full-resolution correction QA
1,train,train/images/ab8c9531b80991831e2b_jpg.rf.cb1452eef7e5a7023b05e5dd129b71e5.jpg,work/v2-frozen-export-20260902/train/images/ab8c9531b80991831e2b_jpg.rf.cb1452eef7e5a7023b05e5dd129b71e5.jpg,work/v2-frozen-export-20260902/train/labels/ab8c9531b80991831e2b_jpg.rf.cb1452eef7e5a7023b05e5dd129b71e5.txt,2,0.074961,0.237500,0.315625,low_annotation_count,needs_manual_relabel,"wrong_or_mixed_annotation_unit, false/background box, or severe missing/duplicate coverage visible in review sheet"
1,valid,valid/images/9d0b24d779e80cbbad2d_jpg.rf.e3091e71352f53efba38e0196eca9135.jpg,work/v2-frozen-export-20260902/valid/images/9d0b24d779e80cbbad2d_jpg.rf.e3091e71352f53efba38e0196eca9135.jpg,work/v2-frozen-export-20260902/valid/labels/9d0b24d779e80cbbad2d_jpg.rf.e3091e71352f53efba38e0196eca9135.txt,2,0.130032,0.345313,0.376563,low_annotation_count|large_box_area,needs_manual_relabel,"wrong_or_mixed_annotation_unit, false/background box, or severe missing/duplicate coverage visible in review sheet"
1,train,train/images/08c3b9b331a572e9fbc9_jpg.rf.47091b2c75f62d673161058f4c617e06.jpg,work/v2-frozen-export-20260902/train/images/08c3b9b331a572e9fbc9_jpg.rf.47091b2c75f62d673161058f4c617e06.jpg,work/v2-frozen-export-20260902/train/labels/08c3b9b331a572e9fbc9_jpg.rf.47091b2c75f62d673161058f4c617e06.txt,3,0.074707,0.351562,0.212500,low_annotation_count,needs_manual_relabel,"wrong_or_mixed_annotation_unit, false/background box, or severe missing/duplicate coverage visible in review sheet"
1,train,train/images/2a05251e7b50984713f5_jpg.rf.2d371e46fa9a9cda971dc82255cec1a0.jpg,work/v2-frozen-export-20260902/train/images/2a05251e7b50984713f5_jpg.rf.2d371e46fa9a9cda971dc82255cec1a0.jpg,work/v2-frozen-export-20260902/train/labels/2a05251e7b50984713f5_jpg.rf.2d371e46fa9a9cda971dc82255cec1a0.txt,4,0.097444,0.382812,0.260937,low_annotation_count,needs_manual_relabel,"wrong_or_mixed_annotation_unit, false/background box, or severe missing/duplicate coverage visible in review sheet"
1,train,train/images/WhatsApp-Image-2026-07-03-at-11-57-31-AM_jpeg.rf.0f3f9aafe62a40c6ada269bc635e34fa.jpg,work/v2-frozen-export-20260902/train/images/WhatsApp-Image-2026-07-03-at-11-57-31-AM_jpeg.rf.0f3f9aafe62a40c6ada269bc635e34fa.jpg,work/v2-frozen-export-20260902/train/labels/WhatsApp-Image-2026-07-03-at-11-57-31-AM_jpeg.rf.0f3f9aafe62a40c6ada269bc635e34fa.txt,4,0.107209,0.422500,0.253750,low_annotation_count,overview_policy_consistent,overview policy check passed; retain for full-resolution correction QA
1,train,train/images/WhatsApp-Image-2026-07-03-at-11-58-22-AM-1-_jpeg.rf.3facd84c6dc37a30912f355454519b97.jpg,work/v2-frozen-export-20260902/train/images/WhatsApp-Image-2026-07-03-at-11-58-22-AM-1-_jpeg.rf.3facd84c6dc37a30912f355454519b97.jpg,work/v2-frozen-export-20260902/train/labels/WhatsApp-Image-2026-07-03-at-11-58-22-AM-1-_jpeg.rf.3facd84c6dc37a30912f355454519b97.txt,4,0.127634,0.375000,0.395000,low_annotation_count|large_box_area,overview_policy_consistent,overview policy check passed; retain for full-resolution correction QA
1,train,train/images/WhatsApp-Image-2026-07-03-at-12-02-55-PM_jpeg.rf.437867742c3572515db51bd8d9442acd.jpg,work/v2-frozen-export-20260902/train/images/WhatsApp-Image-2026-07-03-at-12-02-55-PM_jpeg.rf.437867742c3572515db51bd8d9442acd.jpg,work/v2-frozen-export-20260902/train/labels/WhatsApp-Image-2026-07-03-at-12-02-55-PM_jpeg.rf.437867742c3572515db51bd8d9442acd.txt,4,0.182446,0.552083,0.330469,low_annotation_count|large_box_area,overview_policy_consistent,overview policy check passed; retain for full-resolution correction QA
1,valid,valid/images/WhatsApp-Image-2026-07-03-at-11-58-23-AM-1-_jpeg.rf.06354487b120b021b342d5d5eb6bc949.jpg,work/v2-frozen-export-20260902/valid/images/WhatsApp-Image-2026-07-03-at-11-58-23-AM-1-_jpeg.rf.06354487b120b021b342d5d5eb6bc949.jpg,work/v2-frozen-export-20260902/valid/labels/WhatsApp-Image-2026-07-03-at-11-58-23-AM-1-_jpeg.rf.06354487b120b021b342d5d5eb6bc949.txt,4,0.136790,0.442500,0.317500,low_annotation_count|large_box_area,overview_policy_consistent,overview policy check passed; retain for full-resolution correction QA
1,valid,valid/images/WhatsApp-Image-2026-07-03-at-11-58-23-AM-2-_jpeg.rf.12e6173e841713267c7c6f928460e7a6.jpg,work/v2-frozen-export-20260902/valid/images/WhatsApp-Image-2026-07-03-at-11-58-23-AM-2-_jpeg.rf.12e6173e841713267c7c6f928460e7a6.jpg,work/v2-frozen-export-20260902/valid/labels/WhatsApp-Image-2026-07-03-at-11-58-23-AM-2-_jpeg.rf.12e6173e841713267c7c6f928460e7a6.txt,4,0.129127,0.437500,0.305625,low_annotation_count|large_box_area,overview_policy_consistent,overview policy check passed; retain for full-resolution correction QA
1,valid,valid/images/WhatsApp-Image-2026-07-03-at-12-00-54-PM_jpeg.rf.f452ebe21af57a206cf0099992a22cdf.jpg,work/v2-frozen-export-20260902/valid/images/WhatsApp-Image-2026-07-03-at-12-00-54-PM_jpeg.rf.f452ebe21af57a206cf0099992a22cdf.jpg,work/v2-frozen-export-20260902/valid/labels/WhatsApp-Image-2026-07-03-at-12-00-54-PM_jpeg.rf.f452ebe21af57a206cf0099992a22cdf.txt,4,0.055664,0.178125,0.322222,low_annotation_count,overview_policy_consistent,overview policy check passed; retain for full-resolution correction QA
1,train,train/images/WhatsApp-Image-2026-07-03-at-12-00-34-PM-2-_jpeg.rf.93f3a94d8ae5921fa8e61cf62a01941e.jpg,work/v2-frozen-export-20260902/train/images/WhatsApp-Image-2026-07-03-at-12-00-34-PM-2-_jpeg.rf.93f3a94d8ae5921fa8e61cf62a01941e.jpg,work/v2-frozen-export-20260902/train/labels/WhatsApp-Image-2026-07-03-at-12-00-34-PM-2-_jpeg.rf.93f3a94d8ae5921fa8e61cf62a01941e.txt,5,0.047217,0.159375,0.345361,low_annotation_count,overview_policy_consistent,overview policy check passed; retain for full-resolution correction QA
1,valid,valid/images/36dccd6307a7fbd801d3_jpg.rf.6a6249830cc84516b001f90994a5e1d7.jpg,work/v2-frozen-export-20260902/valid/images/36dccd6307a7fbd801d3_jpg.rf.6a6249830cc84516b001f90994a5e1d7.jpg,work/v2-frozen-export-20260902/valid/labels/36dccd6307a7fbd801d3_jpg.rf.6a6249830cc84516b001f90994a5e1d7.txt,6,0.123750,0.412500,0.300000,large_box_area,overview_policy_consistent,overview policy check passed; retain for full-resolution correction QA
1,test,test/images/d3b9c36c583b721a058b_jpg.rf.674e4ac894aa749223dc62a8f221cdbc.jpg,work/v2-frozen-export-20260902/test/images/d3b9c36c583b721a058b_jpg.rf.674e4ac894aa749223dc62a8f221cdbc.jpg,work/v2-frozen-export-20260902/test/labels/d3b9c36c583b721a058b_jpg.rf.674e4ac894aa749223dc62a8f221cdbc.txt,31,0.182988,0.542188,0.337500,large_box_area,needs_manual_relabel,"wrong_or_mixed_annotation_unit, false/background box, or severe missing/duplicate coverage visible in review sheet"
2,train,train/images/392dd4934876e29bf6cd_jpg.rf.542e12abbaac80100e33d02ab4d181e3.jpg,work/v2-frozen-export-20260902/train/images/392dd4934876e29bf6cd_jpg.rf.542e12abbaac80100e33d02ab4d181e3.jpg,work/v2-frozen-export-20260902/train/labels/392dd4934876e29bf6cd_jpg.rf.542e12abbaac80100e33d02ab4d181e3.txt,6,0.036738,0.112500,0.365625,routine_policy_review,needs_manual_relabel,"wrong_or_mixed_annotation_unit, false/background box, or severe missing/duplicate coverage visible in review sheet"
2,train,train/images/WhatsApp-Image-2026-07-03-at-12-00-51-PM_jpeg.rf.4eb2985ae042c0e40d9947f6827f182e.jpg,work/v2-frozen-export-20260902/train/images/WhatsApp-Image-2026-07-03-at-12-00-51-PM_jpeg.rf.4eb2985ae042c0e40d9947f6827f182e.jpg,work/v2-frozen-export-20260902/train/labels/WhatsApp-Image-2026-07-03-at-12-00-51-PM_jpeg.rf.4eb2985ae042c0e40d9947f6827f182e.txt,7,0.068111,0.369416,0.184375,routine_policy_review,overview_policy_consistent,overview policy check passed; retain for full-resolution correction QA
2,train,train/images/9b375e96a00568fd4dc9_jpg.rf.6b88ea2022e108e696677db4cceb7f7c.jpg,work/v2-frozen-export-20260902/train/images/9b375e96a00568fd4dc9_jpg.rf.6b88ea2022e108e696677db4cceb7f7c.jpg,work/v2-frozen-export-20260902/train/labels/9b375e96a00568fd4dc9_jpg.rf.6b88ea2022e108e696677db4cceb7f7c.txt,8,0.066565,0.320312,0.207813,routine_policy_review,needs_manual_relabel,"wrong_or_mixed_annotation_unit, false/background box, or severe missing/duplicate coverage visible in review sheet"
2,valid,valid/images/WhatsApp-Image-2026-07-03-at-11-57-18-AM-1-_jpeg.rf.1b745a6ae3d3aa7fcd62e73a7c75e158.jpg,work/v2-frozen-export-20260902/valid/images/WhatsApp-Image-2026-07-03-at-11-57-18-AM-1-_jpeg.rf.1b745a6ae3d3aa7fcd62e73a7c75e158.jpg,work/v2-frozen-export-20260902/valid/labels/WhatsApp-Image-2026-07-03-at-11-57-18-AM-1-_jpeg.rf.1b745a6ae3d3aa7fcd62e73a7c75e158.txt,10,0.067719,0.328333,0.206250,routine_policy_review,overview_policy_consistent,overview policy check passed; retain for full-resolution correction QA
2,test,test/images/WhatsApp-Image-2026-07-03-at-11-57-20-AM_jpeg.rf.186b41101dd625aa15700c9ea12d1923.jpg,work/v2-frozen-export-20260902/test/images/WhatsApp-Image-2026-07-03-at-11-57-20-AM_jpeg.rf.186b41101dd625aa15700c9ea12d1923.jpg,work/v2-frozen-export-20260902/test/labels/WhatsApp-Image-2026-07-03-at-11-57-20-AM_jpeg.rf.186b41101dd625aa15700c9ea12d1923.txt,11,0.079292,0.577500,0.145000,routine_policy_review,overview_policy_consistent,overview policy check passed; retain for full-resolution correction QA
