canonical_image_id,local_path,roboflow_path,sha256,perceptual_hash,duplicate_type,local_annotation_count,roboflow_annotation_count,annotation_agreement,review_status,selected_source,reason
a63e3532c9850d20b4c2,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-21_jpeg.rf.YzTVEp2fx5wHPUlqtJOP.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-57-21-AM_jpeg.rf.f839b19947b2cb6f0b80c9f5dc4e4a3a.jpg,a63e3532c9850d20b4c2b18b3ed3404ff55f83536cfa99175c688f136999497c,121b1b1919131b1e,near_duplicate,17,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
590d04ebc340cf3b9cb4,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-23_jpeg.rf.aXsZvizvpaHA3lXZhdzI.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\valid\images\WhatsApp-Image-2026-07-03-at-11-57-23-AM_jpeg.rf.d757bd946fde48197a2971998dbd1093.jpg,590d04ebc340cf3b9cb4e614a9317c37ff8ad0e224f6da71ee86b8dcad644575,1903a5d5575773c9,near_duplicate,68,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
91faf9ffb18cc8964721,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-28 (1)_jpeg.rf.lHslkDaniHt1xdUvBrDa.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-57-28-AM-1-_jpeg.rf.86bfcdab7a74512c81d6665a71be9185.jpg,91faf9ffb18cc8964721a85754ac8b810104ed72ff9f8cbe203ab51b034595db,0224357456120002,near_duplicate,74,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
3569ca230ac9808eaf77,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-32 (1)_jpeg.rf.WrQ9NyPDXfdcULwrot06.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-57-32-AM-1-_jpeg.rf.86365f64aa4b03974f4927df8df71013.jpg,3569ca230ac9808eaf774e3e0a94c5069f1bae8abf4fbc243be1ca2b5fdd6a4e,fffdfdfaca8a9103,near_duplicate,90,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
8b866324b4890646cd22,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-35_jpeg.rf.dZ19MdRs17pqrKdXfjKQ.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-57-35-AM_jpeg.rf.adc69a82d3e2b243d2182a696a17f810.jpg,8b866324b4890646cd22ad88101f47cc5ed56058b577c0ffac02eec6e037a904,fffef4f828390101,near_duplicate,80,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
a0eaf3b3a056decfaca1,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-37_jpeg.rf.zl0DuRCnNhHSp2JE9Ngk.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-57-37-AM_jpeg.rf.e465f35f0db87438f23f260c33bfe261.jpg,a0eaf3b3a056decfaca14aab10871e7487ea61545f6c73f66cea4036a69f25c2,dcf9f4b070706c0d,near_duplicate,139,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
ebad10b14d6ec2c6b534,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-38_jpeg.rf.mg7n388FM8Qtoy37zzCV.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-57-38-AM_jpeg.rf.7358235984022979bc6b678e66d6d0ab.jpg,ebad10b14d6ec2c6b534aecbe65dea3d9bd598bcd9845da6efd831b8ca334bfd,fbffefe1a8b8f19b,near_duplicate,159,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
3d1b17fec0e135d3a3ff,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-41 (1)_jpeg.rf.bqQmiLwiU9rRE4ASLHpW.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-57-41-AM-1-_jpeg.rf.fddbae229c6524bcd95addcc787b83d8.jpg,3d1b17fec0e135d3a3ff47d8090cd1b77bf8b527d5cfa4954e4e7b63e389b95c,776760327070b8a6,near_duplicate,140,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
ba00c5508b9b05251661,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-43 (1)_jpeg.rf.v8worUAsjqjwEzKgQPJ4.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\test\images\WhatsApp-Image-2026-07-03-at-11-57-43-AM-1-_jpeg.rf.0970a90a3927022d3e9af7942f316f93.jpg,ba00c5508b9b05251661049479988de607aca16f97adb311649b56f3a24daace,f2787d70f0d82685,near_duplicate,121,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
66248568c8810c7503e4,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-45 (1)_jpeg.rf.dUDxM4QAxM6mbLHwTfx6.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-57-45-AM-1-_jpeg.rf.5bb5a0f632e645034e1ed1a6b9611096.jpg,66248568c8810c7503e42a2b6a7e6ee7f7df527f275db763ada51c2520742004,1cdc9cd89818d2dc,near_duplicate,14,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
21fab614bf7ec2361ba2,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-47_jpeg.rf.pczcgbY2U0RPwoPB5NTp.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-57-47-AM_jpeg.rf.1e8ac582c84801ffbea0f68eca6eeb4e.jpg,21fab614bf7ec2361ba2a86d860558c49382e3e2f35973082bff7b07fc890825,f8b6fad0b4b6b4dc,near_duplicate,3,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
1ee2485148239d37ef15,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-50_jpeg.rf.ZsD7tvyanU7Um2nBNfHy.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-57-50-AM_jpeg.rf.70482c7bbdae82a896facab4bc53938b.jpg,1ee2485148239d37ef1593a3c1d20770a49960e2088413670f89046ab45a8c7e,890949b991677bd8,near_duplicate,17,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
41a1e5bfcf14ef8ed43e,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-52 (1)_jpeg.rf.zjHY9UWh7NFxLvQd5l3q.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-57-52-AM-1-_jpeg.rf.d554913549e905f091308b13b33415f9.jpg,41a1e5bfcf14ef8ed43e48f1bd4f70fe74d1ec81c877cfd306cb27d62891977b,bf34246467649101,near_duplicate,8,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
dee13c08225cdc3360af,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-54 (1)_jpeg.rf.lRomeWVbCLWf5QeTIRUk.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\valid\images\WhatsApp-Image-2026-07-03-at-11-57-54-AM-1-_jpeg.rf.e22abf3f8bc89f571a07079bbecb5073.jpg,dee13c08225cdc3360afd8e9e512058a11029be5b631d983c1768e9708e4c4cf,7b31016828282707,near_duplicate,75,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
8fa03876c20d362cde94,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-57-58_jpeg.rf.goyvsn08dNk3vuBnEzim.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-57-58-AM_jpeg.rf.bb218985f143be5492ae8bcd9814b964.jpg,8fa03876c20d362cde94cee1b269e336815eac53c49bc96eeadd7c44187ca4eb,3f9f9f6b50507921,near_duplicate,1,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
f6ab7d54c2a36c747ca8,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-00 (1)_jpeg.rf.i7jHVthRhRO3wIU1brHY.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-58-00-AM-1-_jpeg.rf.4e4aa1d3a3a11ff3ab7baa2da340d825.jpg,f6ab7d54c2a36c747ca86e557de7bf0d033f7336d23a18ad37da7d809575cd04,220a28a8a8ad4cd9,near_duplicate,74,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
a2716eab9b66aa79ee0f,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-22 (1)_jpeg.rf.zRdwVbLeO5LlSvAodekW.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-58-22-AM-1-_jpeg.rf.7191fd91e551dcb455a5837d53a50091.jpg,a2716eab9b66aa79ee0f534eeef1a0d02de1f4e194f34b0b3ab92c831e4970fb,1130103f6c6460a1,near_duplicate,4,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
fbe0d59572aabedc2e11,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-23 (1)_jpeg.rf.mF965rRrsAZfYSmGL2vS.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\valid\images\WhatsApp-Image-2026-07-03-at-11-58-23-AM-1-_jpeg.rf.9757a28cdb451eebcce51228d4ef8a18.jpg,fbe0d59572aabedc2e11c6306971add5252e8394fcbb9e8403c5f77bb026be36,07c78e4c81c84ac0,near_duplicate,4,6,0.5656,queued,manual_original,manual annotation selected over overlapping auto annotation
185176b841d0e5f87c5e,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-23 (2)_jpeg.rf.cBYjLVCYZ5VrNJs7POKJ.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\valid\images\WhatsApp-Image-2026-07-03-at-11-58-23-AM-2-_jpeg.rf.dc386174581929fc28216a398671b66f.jpg,185176b841d0e5f87c5e7e9dd0479990adfd905530c8b785e37f40052f8ea10b,05c5cc4c81c80ac0,near_duplicate,4,5,0.7014,queued,manual_original,manual annotation selected over overlapping auto annotation
4b062b366d4ee176d29c,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-26_jpeg.rf.Xpu9dABNWBUaya7zSQCw.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\test\images\WhatsApp-Image-2026-07-03-at-11-58-26-AM_jpeg.rf.1db40f76e819d17368210a9909a93710.jpg,4b062b366d4ee176d29cb64d8df164d075a6cece1ee12cf7dcfec9845d85b8d0,9d1f3eff7f373f0f,near_duplicate,39,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
5a97b316e66f4e774e26,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-27_jpeg.rf.i0h9YhupsHIvla9qVeVG.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\valid\images\WhatsApp-Image-2026-07-03-at-11-58-27-AM_jpeg.rf.cc0b970880e315cd1637709ab7b042e9.jpg,5a97b316e66f4e774e265433178a772355de35ea9d81341ec5dec480207f8302,be1f3f7f77d71707,near_duplicate,19,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
ad0d90b9a62635f78bcc,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-30_jpeg.rf.bQ5usKxiPk8i9QBEbeDe.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\test\images\WhatsApp-Image-2026-07-03-at-11-58-30-AM_jpeg.rf.d10a021ed8d028b1fae2ba981982cc76.jpg,ad0d90b9a62635f78bcc79eaaf09f6c984a73cd0f438304c2cb51665ab5e663e,7d5b5bd3d3d39388,near_duplicate,60,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
d95f511f72220ec9919a,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-37_jpeg.rf.qTnJrZblLDtg13jYiTYR.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-58-37-AM_jpeg.rf.2418a55cd14c47a67aeb0251d64863cf.jpg,d95f511f72220ec9919a3cbbde1ff99b301a61d08712c94c544dd6fafaf8ce30,4454545555555555,near_duplicate,95,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
3b3ed50fdc6b4236e467,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-42 (2)_jpeg.rf.fpksSWM5bIXMbtawrKSc.jpeg,,3b3ed50fdc6b4236e46729ec8ceeb44332150c0e87b2ad54f47a7b62cac782cf,c0f0b8b0b298b293,unique_local,8,0,,resolved,manual_original,unique manual image
74c1c55c022a4b7dd1f6,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-43_jpeg.rf.pm7vjAnBB6x99hCtg7Iz.jpeg,,74c1c55c022a4b7dd1f628da6785c9ac92d1ca526290d3d9758e410a9d3c9c11,f0c0f081969b393d,unique_local,5,0,,resolved,manual_original,unique manual image
98d66ec21cca75d245dd,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-45 (1)_jpeg.rf.ZfqC6bVh4j1jBhCzoZMk.jpeg,,98d66ec21cca75d245ddab177191290b71f979b8181f3fbae71338870649099d,1a98a58554f16f6d,unique_local,73,0,,resolved,manual_original,unique manual image
1f4e07b914f69cf7734a,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-45_jpeg.rf.jKrIpdjKuxwt2CALS23L.jpeg,,1f4e07b914f69cf7734aeb0d490e82b27d2f86fb604bc3f646693d98112c2e19,275181a1c5e6fccc,unique_local,23,0,,resolved,manual_original,unique manual image
6230e5bfdf3c5cd5e6ec,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-55_jpeg.rf.h5uieAcUcy5jod4AtLU9.jpeg,,6230e5bfdf3c5cd5e6ec040ccffca51c74b714d34d7085f8147ee1e8c4875329,6868e8e86a223327,unique_local,60,0,,resolved,manual_original,unique manual image
32766c4e23b881d53bb7,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-58-56 (1)_jpeg.rf.XFedYt5A5YeqDdlnXiOq.jpeg,,32766c4e23b881d53bb786447f36f82fd182d108b6f93940a1d0b6607ab0d854,0526428080a8b994,unique_local,100,0,,resolved,manual_original,unique manual image
12be1ee147e868b1bbb1,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-59-00_jpeg.rf.ZrfO9eMndilpMQ5RgPq5.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-59-00-AM-3-_jpeg.rf.2c8d1849b57168de618dcb6ee692a86a.jpg,12be1ee147e868b1bbb19b2ca355097fc479d478f423c70a8d3932c8f70ea7b9,038101111010060c,near_duplicate,16,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
ac61c8adecb352729427,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 11-59-01_jpeg.rf.dIFdPgh6mPjb3Fjk807o.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-11-59-01-AM-2-_jpeg.rf.4f7db6ea3f5550f4ec7bc2e4b74247be.jpg,ac61c8adecb352729427721f8794cb5f0092c5b2bce051a6516abd5ec9867cea,1e07010101010131,near_duplicate,116,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
015c90fdb6fdfca1f073,C:\Users\dharani\Downloads\Egg-Tray-Counter.yolov8 (1)\train\images\WhatsApp Image 2026-07-03 at 12-00-27_jpeg.rf.yNc8LYCiO65RaRsqxJwp.jpeg,C:\Users\dharani\Documents\Codex\2026-08-20\roboflow-plugin-roboflow-roboflow-build-a\outputs\egg-tray-counter\datasets\roboflow_auto_original\train\images\WhatsApp-Image-2026-07-03-at-12-00-27-PM_jpeg.rf.314e338f405d212ae365c2c81ea6dd84.jpg,015c90fdb6fdfca1f073cf9ee8b75053cf5df3a7b1d386516b87e56bd3366f95,0323333f3ab40d4b,near_duplicate,101,0,0.0,queued,manual_original,manual annotation selected over overlapping auto annotation
