id,filename,source,width,height,sha256,dhash,duplicate_of,benchmark_matches,training_matches,nearest_benchmark,benchmark_distance,training_distance,scene_id,split,ground_truth_trays,ground_truth_status,label_status
wh041,WhatsApp Image 2026-09-07 at 9.40.50 AM.jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.50 AM.jpeg,1600,900,21a5f78330615e78efb5539d37aee1d84c41de28b338f5370ee1952fe462f4e7,3e3c7c7c7c5c4e83,,,,img07,23,17,,pending_scene_review,,not_verified,pending_visual_review
wh042,WhatsApp Image 2026-09-07 at 9.40.51 AM (1).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.51 AM (1).jpeg,900,1600,1fb3eaa963ea587cbd2c1c2b4fb4aca4034d085fb34c24f82c2a281e272e954d,030703858505004a,,,,img05,17,16,,pending_scene_review,,not_verified,pending_visual_review
wh043,WhatsApp Image 2026-09-07 at 9.40.51 AM (2).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.51 AM (2).jpeg,900,1600,309cc20c255beea147e7d3f0acb2de3fc9def42f6afbb65fbabc20fa3db4312a,070703858505004b,,,,img05,17,14,,pending_scene_review,,not_verified,pending_visual_review
wh044,WhatsApp Image 2026-09-07 at 9.40.51 AM.jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.51 AM.jpeg,900,1600,c6c0e73515df148d2f3705fb6dd86fa17a74f42540561fab2a19431cb65bfee0,070b0d0506070317,,,,img05,17,16,,pending_scene_review,,not_verified,pending_visual_review
wh045,WhatsApp Image 2026-09-07 at 9.40.52 AM (1).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.52 AM (1).jpeg,1600,900,9b6ce8ce9d0578e53072569ad7a1577b708ceaee6b61207136b8381ed34a908e,8f878e9696909090,,,,img08,25,20,,pending_scene_review,,not_verified,pending_visual_review
wh046,WhatsApp Image 2026-09-07 at 9.40.52 AM (2).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.52 AM (2).jpeg,900,1600,d34b9cdb8496f7d0cf5abd42978f779be6966b597081f1feeea2fd33d9e13615,000aaaaa0a529296,,,,img06,26,22,,pending_scene_review,,not_verified,pending_visual_review
wh047,WhatsApp Image 2026-09-07 at 9.40.52 AM.jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.52 AM.jpeg,900,1600,84cdbee1c8ee43b6b5a304a990885739559a1232f4693a87d60cb7e35c976829,1e9ebe3efe7e3e34,,,,img04,26,20,,pending_scene_review,,not_verified,pending_visual_review
wh048,WhatsApp Image 2026-09-07 at 9.40.53 AM (1).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.53 AM (1).jpeg,900,1600,4ef5d0ff95107849663d0fabe4f07956bb0fa69946bca28b8eda11d1d5a08fc4,6ee0e86cefe567f2,,,,img07,28,22,,pending_scene_review,,not_verified,pending_visual_review
wh049,WhatsApp Image 2026-09-07 at 9.40.53 AM (2).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.53 AM (2).jpeg,900,1600,a29f30617cdb3158c92d06a20772a1243b7da73d96bfcb4a643454047a083e4b,6ee0e86c6f67667a,,,,img07,26,20,,pending_scene_review,,not_verified,pending_visual_review
wh050,WhatsApp Image 2026-09-07 at 9.40.53 AM (3).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.53 AM (3).jpeg,900,1600,a29f30617cdb3158c92d06a20772a1243b7da73d96bfcb4a643454047a083e4b,6ee0e86c6f67667a,wh049,,,img07,26,20,,pending_scene_review,,not_verified,pending_visual_review
wh051,WhatsApp Image 2026-09-07 at 9.40.53 AM.jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.53 AM.jpeg,1600,900,948b39fd1a7cf8dbeaf5539845f12d7ea79aa34bedeb5eacabe5d71480eb0d7f,8f8f8e9e92929090,,,,img04,24,22,,pending_scene_review,,not_verified,pending_visual_review
wh052,WhatsApp Image 2026-09-07 at 9.40.54 AM (1).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.54 AM (1).jpeg,1600,900,1633e07bcc93449338de90d67bab4c3108463d48ef66369093dfcaed58c89c33,5ecd078786a796d4,,,,img01,24,23,,pending_scene_review,,not_verified,pending_visual_review
wh053,WhatsApp Image 2026-09-07 at 9.40.54 AM.jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.54 AM.jpeg,900,1600,1f125597e2618a7d5d40034f3fd378f2f849040d666fa004720c4e767bb6fa5b,4d0f1e1e16123b2f,,,,img04,22,18,,pending_scene_review,,not_verified,pending_visual_review
wh054,WhatsApp Image 2026-09-07 at 9.40.55 AM (1).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.55 AM (1).jpeg,900,1600,c57bfd8870bc9d4b440c398b3e0f304ac2e084cb97fb13afe12eaf6644a4383b,c33f632141813407,,,,img06,20,21,,pending_scene_review,,not_verified,pending_visual_review
wh055,WhatsApp Image 2026-09-07 at 9.40.55 AM (2).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.55 AM (2).jpeg,900,1600,a64c48f24b0cd0e338c0bd36fd2cae8f25c3074687b38e057b1e82e88f5f6c67,0b0f0784840492f3,,,,img08,18,20,,pending_scene_review,,not_verified,pending_visual_review
wh056,WhatsApp Image 2026-09-07 at 9.40.55 AM.jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.55 AM.jpeg,1600,900,9b4ed170945ad01a16a7624f92799ce572bf6ce50c7752d384802e7fbfd71f27,5c8d878786a696d4,,,,img08,23,20,,pending_scene_review,,not_verified,pending_visual_review
wh057,WhatsApp Image 2026-09-07 at 9.40.56 AM (1).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.56 AM (1).jpeg,1600,900,8d4e7a3a74a5f2cb42aa0ab2fd6a78b6926824091bd7c3dbb5b39a17afcb692e,4e45474253535e56,,,,img01,19,19,,pending_scene_review,,not_verified,pending_visual_review
wh058,WhatsApp Image 2026-09-07 at 9.40.56 AM (2).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.56 AM (2).jpeg,1600,900,8d4e7a3a74a5f2cb42aa0ab2fd6a78b6926824091bd7c3dbb5b39a17afcb692e,4e45474253535e56,wh057,,,img01,19,19,,pending_scene_review,,not_verified,pending_visual_review
wh059,WhatsApp Image 2026-09-07 at 9.40.56 AM (3).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.56 AM (3).jpeg,1600,900,ee9ea90fd2ecc94ff6413495273043671b576328a2196884c23bc1d2b86147dc,fda7b77f1b1be3eb,,,,img04,23,22,,pending_scene_review,,not_verified,pending_visual_review
wh060,WhatsApp Image 2026-09-07 at 9.40.56 AM (4).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.56 AM (4).jpeg,1600,900,ee9ea90fd2ecc94ff6413495273043671b576328a2196884c23bc1d2b86147dc,fda7b77f1b1be3eb,wh059,,,img04,23,22,,pending_scene_review,,not_verified,pending_visual_review
wh061,WhatsApp Image 2026-09-07 at 9.40.56 AM.jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.56 AM.jpeg,1600,900,fd53ebc0449dcfc08edaf9e36d27b98ac023a3a00b1d5008233daa9f1aea0659,cec5c7c6d313ded6,,,,img01,26,22,,pending_scene_review,,not_verified,pending_visual_review
wh062,WhatsApp Image 2026-09-07 at 9.40.57 AM (1).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.57 AM (1).jpeg,1600,900,a29d09556639f8d7b12b7b1af473e65f9432fed8e20dcd01ef824602f82e06dc,2f2726232342634b,,,,img01,17,19,,pending_scene_review,,not_verified,pending_visual_review
wh063,WhatsApp Image 2026-09-07 at 9.40.57 AM (2).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.57 AM (2).jpeg,1600,900,272ffe6efd8937af170fa43ec072786853e54932a959b37a4bb7a8d150648407,fbebebfb6f6fcbd7,,,,img10,30,18,,pending_scene_review,,not_verified,pending_visual_review
wh064,WhatsApp Image 2026-09-07 at 9.40.57 AM (3).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.57 AM (3).jpeg,1600,900,d23cb81f88607654b92f289f573d2bdcb205cf08aee337c00a199170ac367ecf,9f9f1f1f1f8fc395,,,,img04,21,17,,pending_scene_review,,not_verified,pending_visual_review
wh065,WhatsApp Image 2026-09-07 at 9.40.57 AM (4).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.57 AM (4).jpeg,1600,900,a29d09556639f8d7b12b7b1af473e65f9432fed8e20dcd01ef824602f82e06dc,2f2726232342634b,wh062,,,img01,17,19,,pending_scene_review,,not_verified,pending_visual_review
wh066,WhatsApp Image 2026-09-07 at 9.40.57 AM (5).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.57 AM (5).jpeg,1600,900,272ffe6efd8937af170fa43ec072786853e54932a959b37a4bb7a8d150648407,fbebebfb6f6fcbd7,wh063,,,img10,30,18,,pending_scene_review,,not_verified,pending_visual_review
wh067,WhatsApp Image 2026-09-07 at 9.40.57 AM.jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.57 AM.jpeg,1600,900,d23cb81f88607654b92f289f573d2bdcb205cf08aee337c00a199170ac367ecf,9f9f1f1f1f8fc395,wh064,,,img04,21,17,,pending_scene_review,,not_verified,pending_visual_review
wh068,WhatsApp Image 2026-09-07 at 9.40.58 AM (1).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.58 AM (1).jpeg,1600,1200,3f1482c6f019cabaefc54a129ddff1f1c338f8435ab047a9936a5844bc24e87c,ae3e9e8f03070706,,,,img01,21,17,,pending_scene_review,,not_verified,pending_visual_review
wh069,WhatsApp Image 2026-09-07 at 9.40.58 AM.jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.58 AM.jpeg,900,1600,054d9210f3e95fc0cf26d9f19fe805fb548323ffdeb0c6ca189d58606f97f925,1f3c3e3e3f373f61,,,,img04,26,14,,pending_scene_review,,not_verified,pending_visual_review
wh070,WhatsApp Image 2026-09-07 at 9.40.59 AM (1).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.59 AM (1).jpeg,1200,1600,319c26f4f1b8bd77556a456234981c5d26993b0703351dd3fdcb78f0693770ff,7f97b69677559b3f,,,,img04,27,19,,pending_scene_review,,not_verified,pending_visual_review
wh071,WhatsApp Image 2026-09-07 at 9.40.59 AM (2).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.59 AM (2).jpeg,1600,1200,c3a2354d9e9eb6715a62de0d4778f0f903a975e4f342f6bcc83f9da6cd91b0c2,fafabbdfcf478680,,,,img10,28,22,,pending_scene_review,,not_verified,pending_visual_review
wh072,WhatsApp Image 2026-09-07 at 9.40.59 AM.jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.40.59 AM.jpeg,1600,1200,f243dc3f1d3c895eb4335675311eeaca3063214f19946b5ee3ce20d4c1fc67cf,fbfaaa9f8f070788,,,,img03,27,22,,pending_scene_review,,not_verified,pending_visual_review
wh073,WhatsApp Image 2026-09-07 at 9.41.00 AM.jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.41.00 AM.jpeg,1600,1200,8afe63bac62e31fc277f64c4eb26a5ac108b2fc4cdd6fd13b534d0a434bf681b,33e5a5050f0d0d2d,,,,img05,22,22,,pending_scene_review,,not_verified,pending_visual_review
wh074,WhatsApp Image 2026-09-07 at 9.41.04 AM (1).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.41.04 AM (1).jpeg,1200,1600,7a4e6984fabd0f1e545e4c227f210d1aa115b70e6274ddd76d16dcfb8c00036a,470c100d2434c0e2,,,,img02,24,21,,pending_scene_review,,not_verified,pending_visual_review
wh075,WhatsApp Image 2026-09-07 at 9.41.04 AM (2).jpeg,C:\Users\dharani\Downloads\Photos\WhatsApp Image 2026-09-07 at 9.41.04 AM (2).jpeg,1200,1600,dcf2ad768ec47072f427ff492ddc64ae8f6fb449bd871976469564a6d5c9c076,3df87f9fd3df9fbc,,,,img04,25,17,,pending_scene_review,,not_verified,pending_visual_review
